3056,Business Administration,2007,,
3057,Computer Science & Engineering,2005,,
3058,Computer Science & Engineering,2007,,
3059,Department of Electronics and Telecommunication Engineering,2007,,
3060,Business Administration,2007,,
3061,Business Administration,2007,,
3062,Computer Science & Engineering,2008,,
3063,Computer Science & Engineering,2008,,
3064,Pharmacy,2013,,
3065,Business Administration,2013,,
3066,Business Administration,2013,,
3067,Pharmacy,2017,,
3068,Pharmacy,2015,,
3069,Textile Engineering,2015,,
3070,Electrical and Electronic Engineering,2014,,
3071,English,2015,,
3072,English,2018,,
3073,Electrical and Electronic Engineering,2017,,
3074,Department of Electronics and Telecommunication Engineering,2017,,
3075,Computer Science & Engineering,2018,,
3076,Electrical and Electronic Engineering,2017,,
3077,Business Administration,2018,,
3078,Textile Engineering,2017,,
3079,Business Administration,2015,,
3080,Business Administration,2012,,
3081,Textile Engineering,2013,,
3082,Business Administration,2010,,
3083,Business Administration,2014,,
3084,Electrical and Electronic Engineering,2014,,
3085,Business Administration,2013,,
3086,Law,2017,,
3087,Business Administration,2015,,
3088,English,2014,,
3089,Law,2016,,
3090,Law,2014,,
3091,Public Health,2014,,
3092,Multimedia and Creative Technology,2017,,
3093,Textile Engineering,2016,,
3094,Computer Science & Engineering,2018,,
3095,Computer Science & Engineering,2018,,
3096,Business Administration,2017,,
3097,Electrical and Electronic Engineering,2018,,
3098,Computer Science & Engineering,2017,,
3099,Business Administration,2016,,
3100,Law,2016,,
3101,Electrical and Electronic Engineering,2019,,
3102,Computer Science & Engineering,2018,,
3103,Computer Science & Engineering,2018,,
3104,Business Administration,2018,,
3105,Business Administration,2019,,
3106,Textile Engineering,2011,,
3107,Textile Engineering,2011,,
3108,Textile Engineering,2011,,
3109,Department of Electronics and Telecommunication Engineering,2011,,
3110,Department of Electronics and Telecommunication Engineering,2012,,
3111,Business Administration,2009,,
3112,Textile Engineering,2017,,
3113,Business Administration,2014,,
3114,Textile Engineering,2012,,
3115,Textile Engineering,2012,,
3116,Business Administration,2014,,
3117,Textile Engineering,2013,,
3118,Business Administration,2014,,
3119,Business Administration,2015,,
3120,Electrical and Electronic Engineering,2014,,
3121,Real Estate,2017,,
3122,Business Administration,2016,,
3123,Electrical and Electronic Engineering,2015,,
3124,Business Administration,2014,,
3125,Business Administration,2013,,
3126,Journalism & Mass Communication,2015,,
3127,Software Engineering,2016,,
3128,Journalism & Mass Communication,2017,,
3129,Electrical and Electronic Engineering,2017,,
3130,Computer Science & Engineering,2017,,
3131,Computer Science & Engineering,2017,,
3132,Business Administration,2013,,
3133,Business Administration,2012,,
3134,Pharmacy,2013,,
3135,Business Administration,2012,,
3136,Department of Electronics and Telecommunication Engineering,2013,,
3137,Business Administration,2010,,
3138,Business Administration,2013,,
3139,Computing & Information Systems,2013,,
3140,Electrical and Electronic Engineering,2016,,
3141,Textile Engineering,2015,,
3142,Business Administration,2014,,
3143,Business Administration,2012,,
3144,Textile Engineering,2015,,
3145,English,2015,,
3146,English,2013,,
3147,Computer Science & Engineering,2015,,
3148,Computer Science & Engineering,2016,,
3149,Business Administration,2016,,
3150,Textile Engineering,2015,,
3151,Computer Science & Engineering,2018,,
3152,Law,2019,,
3153,Law,2017,,
3154,Software Engineering,2018,,
3155,Computer Science & Engineering,2017,,
3156,Department of Electronics and Telecommunication Engineering,2018,,
3157,Computer Science & Engineering,2017,,
3158,Computer Science & Engineering,2019,,
3159,Business Administration,2018,,
3160,Development Studies,2017,,
3161,Textile Engineering,2012,,
3162,Textile Engineering,2014,,
3163,Textile Engineering,2011,,
3164,Textile Engineering,2011,,
3165,Textile Engineering,2011,,
3166,Department of Electronics and Telecommunication Engineering,2012,,
3167,Department of Electronics and Telecommunication Engineering,2012,,
3168,Department of Electronics and Telecommunication Engineering,2011,,
3169,Department of Electronics and Telecommunication Engineering,2011,,
3170,Department of Electronics and Telecommunication Engineering,2011,,
3171,Department of Electronics and Telecommunication Engineering,2010,,
3172,Journalism & Mass Communication,2011,,
3173,Pharmacy,2014,,
3174,Software Engineering,2014,,
3175,Textile Engineering,2012,,
3176,English,2014,,
3177,Business Administration,2015,,
3178,Computer Science & Engineering,2013,,
3179,Electrical and Electronic Engineering,2014,,
3180,Law,2016,,
3181,Business Administration,2016,,
3182,Law,2017,,
3183,Business Administration,2017,,
3184,Business Administration,2016,,
3185,Textile Engineering,2016,,
3186,Electrical and Electronic Engineering,2017,,
3187,Computer Science & Engineering,2017,,
3188,Textile Engineering,2016,,
3189,Computer Science & Engineering,2017,,
3190,Business Administration,2013,,
3191,Business Administration,2009,,
3192,Textile Engineering,2013,,
3193,Textile Engineering,2014,,
3194,Electrical and Electronic Engineering,2014,,
3195,Business Administration,2014,,
3196,Textile Engineering,2015,,
3197,Law,2015,,
3198,Business Administration,2017,,
3199,Textile Engineering,2015,,
3200,Electrical and Electronic Engineering,2015,,
3201,English,2017,,
3202,Multimedia and Creative Technology,2017,,
3203,Computer Science & Engineering,2017,,
3204,Textile Engineering,2018,,
3205,Business Administration,2018,,
3206,Business Administration,2018,,
3207,Software Engineering,2017,,
3208,Environmental Science and Disaster Management ,2017,,
3209,Law,2019,,
3210,Computer Science & Engineering,2018,,
3211,Computer Science & Engineering,2019,,
3212,English,2018,,
3213,Development Studies,2017,,
3214,Computer Science & Engineering,2019,,
3215,Business Administration,2019,,
3216,Textile Engineering,2011,,
3217,Textile Engineering,2011,,
3218,Textile Engineering,2012,,
3219,Textile Engineering,2012,,
3220,Textile Engineering,2011,,
3221,Textile Engineering,2012,,
3222,Computer Science & Engineering,2013,,
3223,Department of Electronics and Telecommunication Engineering,2012,,
3224,Department of Electronics and Telecommunication Engineering,2012,,
3225,Business Administration,2011,,
3226,Business Administration,2011,,
3227,Business Administration,2010,,
3228,Business Administration,2009,,
3229,Business Administration,2009,,
3230,Business Administration,2012,,
3231,Business Administration,2014,,
3232,Textile Engineering,2012,,
3233,Textile Engineering,2015,,
3234,Computer Science & Engineering,2013,,
3235,Electrical and Electronic Engineering,2017,,
3236,Law,2014,,
3237,Business Administration,2013,,
3238,Computer Science & Engineering,2015,,
3239,Electrical and Electronic Engineering,2015,,
3240,Law,2015,,
3241,English,2014,,
3242,Textile Engineering,2015,,
3243,Computer Science & Engineering,2015,,
3244,Journalism & Mass Communication,2015,,
3245,Computer Science & Engineering,2014,,
3246,Software Engineering,2015,,
3247,Electrical and Electronic Engineering,2019,,
3248,Computer Science & Engineering,2017,,
3249,Law,2018,,
3250,Business Administration,2016,,
3251,Textile Engineering,2018,,
3252,Business Administration,2019,,
3253,Business Administration,2019,,
3254,Computer Science & Engineering,2019,,
3255,Computer Science & Engineering,2019,,
3256,Business Administration,2007,,
3257,Business Administration,2005,,
3258,Computer Science & Engineering,2007,,
3259,Business Administration,2007,,
3260,Computer Science & Engineering,2006,,
3261,Computer Science & Engineering,2005,,
3262,Commerce,2007,,
3263,Department of Electronics and Telecommunication Engineering,2007,,
3264,Business Administration,2007,,
3265,Business Administration,2006,,
3266,Business Administration,2006,,
3267,Textile Engineering,2013,,
3268,Textile Engineering,2013,,
3269,English,2012,,
3270,Pharmacy,2013,,
3271,Real Estate,2013,,
3272,Textile Engineering,2013,,
3273,Business Administration,2013,,
3274,Business Administration,2012,,
3275,Business Administration,2012,,
3276,Business Administration,2016,,
3277,English,2015,,
3278,Business Administration,2015,,
3279,Pharmacy,2015,,
3280,Computer Science & Engineering,2014,,
3281,Business Administration,2018,,
3282,Computer Science & Engineering,2015,,
3283,Nutrition and Food Engineering,2017,,
3284,Business Administration,2015,,
3285,Computer Science & Engineering,2017,,
3286,Department of Electronics and Telecommunication Engineering,2017,,
3287,Textile Engineering,2016,,
3288,English,2018,,
3289,Computer Science & Engineering,2019,,
3290,Computer Science & Engineering,2018,,
3291,Computer Science & Engineering,2018,,
3292,Business Administration,2017,,
3293,Computer Science & Engineering,2018,,
3294,Computer Science & Engineering,2019,,
3295,Business Administration,2018,,
3296,Electrical and Electronic Engineering,2019,,
3297,English,2016,,
3298,English,2019,,
3299,English,2018,,
3300,Information Science and Library Management,2018,,
3301,Department of Electronics and Telecommunication Engineering,2009,,
3302,Department of Electronics and Telecommunication Engineering,2011,,
3303,Department of Electronics and Telecommunication Engineering,2011,,
3304,Department of Electronics and Telecommunication Engineering,2012,,
3305,Department of Electronics and Telecommunication Engineering,2012,,
3306,Department of Electronics and Telecommunication Engineering,2011,,
3307,Department of Electronics and Telecommunication Engineering,2011,,
3308,Business Administration,2013,,
3309,Textile Engineering,2012,,
3310,Computer Science & Engineering,2011,,
3311,Electrical and Electronic Engineering,2015,,
3312,Textile Engineering,2015,,
3313,Business Administration,2013,,
3314,English,2014,,
3315,Law,2015,,
3316,Textile Engineering,2015,,
3317,Electrical and Electronic Engineering,2014,,
3318,Textile Engineering,2016,,
3319,Business Administration,2017,,
3320,Computer Science & Engineering,2017,,
3321,Public Health,2014,,
3322,Textile Engineering,2017,,
3323,Software Engineering,2018,,
3324,Computer Science & Engineering,2018,,
3325,Electrical and Electronic Engineering,2017,,
3326,Business Administration,2017,,
3327,Multimedia and Creative Technology,2017,,
3328,Law,2018,,
3329,English,2018,,
3330,English,2019,,
3331,Textile Engineering,2018,,
3332,Business Administration,2016,,
3333,Business Administration,2018,,
3334,English,2019,,
3335,Business Administration,2019,,
3336,Public Health,2018,,
3337,Information Science and Library Management,2018,,
3338,Textile Engineering,2011,,
3339,Textile Engineering,2013,,
3340,Textile Engineering,2011,,
3341,Business Administration,2011,,
3342,Department of Electronics and Telecommunication Engineering,2011,,
3343,Business Administration,2011,,
3344,Business Administration,2013,,
3345,Business Administration,2011,,
3346,Business Administration,2009,,
3347,Pharmacy,2015,,
3348,Business Administration,2008,,
3349,Textile Engineering,2014,,
3350,Computer Science & Engineering,2013,,
3351,Computer Science & Engineering,2013,,
3352,Business Administration,2015,,
3353,Business Administration,2014,,
3354,Electrical and Electronic Engineering,2015,,
3355,Computer Science & Engineering,2018,,
3356,Business Administration,2013,,
3357,Textile Engineering,2016,,
3358,Software Engineering,2017,,
3359,Computer Science & Engineering,2017,,
3360,Law,2017,,
3361,Pharmacy,2019,,
3362,Pharmacy,2007,,
3363,Textile Engineering,2016,,
3364,Electrical and Electronic Engineering,2017,,
3365,Business Administration,2016,,
3366,Computer Science & Engineering,2017,,
3367,Pharmacy,2019,,
3368,Business Administration,2018,,
3369,Public Health,2016,,
3370,Business Administration,2018,,
3371,Business Administration,2019,,
3372,Public Health,2017,,
3373,Business Administration,2018,,
3374,Business Administration,2014,,
3375,Business Administration,2015,,
3376,Textile Engineering,2013,,
3377,Textile Engineering,2013,,
3378,Computer Science & Engineering,2013,,
3379,Computer Science & Engineering,2011,,
3380,Business Administration,2015,,
3381,Business Administration,2017,,
3382,Business Administration,2015,,
3383,Business Administration,2017,,
3384,Textile Engineering,2015,,
3385,Textile Engineering,2015,,
3386,Law,2015,,
3387,Law,2013,,
3388,Law,2013,,
3389,Law,2017,,
3390,Law,2013,,
3391,Multimedia and Creative Technology,2016,,
3392,Law,2013,,
3393,Public Health,2014,,
3394,Public Health,2014,,
3395,Law,2017,,
3396,Law,2017,,
3397,Department of Electronics and Telecommunication Engineering,2017,,
3398,Textile Engineering,2017,,
3399,Textile Engineering,2016,,
3400,Computer Science & Engineering,2018,,
3401,Computer Science & Engineering,2019,,
3402,Computer Science & Engineering,2015,,
3403,Computer Science & Engineering,2019,,
3404,Electrical and Electronic Engineering,2019,,
3405,Computer Science & Engineering,2017,,
3406,Public Health,2018,,
3407,Business Administration,2018,,
3408,Textile Engineering,2011,,
3409,Textile Engineering,2012,,
3410,Textile Engineering,2012,,
3411,Textile Engineering,2012,,
3412,Business Administration,2009,,
3413,Business Administration,2012,,
3414,Business Administration,2011,,
3415,Textile Engineering,2015,,
3416,Textile Engineering,2012,,
3417,Textile Engineering,2012,,
3418,Computer Science & Engineering,2013,,
3419,Computer Science & Engineering,2013,,
3420,Business Administration,2014,,
3421,Department of Electronics and Telecommunication Engineering,2014,,
3422,Business Administration,2015,,
3423,Business Administration,2015,,
3424,Computer Science & Engineering,2015,,
3425,Business Administration,2013,,
3426,Textile Engineering,2016,,
3427,Software Engineering,2017,,
3428,Law,2017,,
3429,Public Health,2017,,
3430,Business Administration,2018,,
3431,Software Engineering,2019,,
3432,Computing & Information Systems,2018,,
3433,Business Administration,2013,,
3434,Business Administration,2013,,
3435,Business Administration,2012,,
3436,Textile Engineering,2012,,
3437,Real Estate,2016,,
3438,Pharmacy,2015,,
3439,Electrical and Electronic Engineering,2014,,
3440,Textile Engineering,2015,,
3441,Electrical and Electronic Engineering,2015,,
3442,Computer Science & Engineering,2014,,
3443,Business Administration,2014,,
3444,Business Administration,2014,,
3445,English,2015,,
3446,Law,2015,,
3447,Law,2014,,
3448,Business Administration,2015,,
3449,Textile Engineering,2018,,
3450,Textile Engineering,2016,,
3451,Business Administration,2015,,
3452,Electrical and Electronic Engineering,2019,,
3453,Computer Science & Engineering,2018,,
3454,Business Administration,2017,,
3455,Public Health,2017,,
3456,Multimedia and Creative Technology,2018,,
3457,Business Administration,2017,,
3458,Business Administration,2019,,
3459,Law,2019,,
3460,Business Administration,2016,,
3461,Textile Engineering,2018,,
3462,Business Administration,2018,,
3463,Business Administration,2017,,
3464,Computer Science & Engineering,2018,,
3465,Textile Engineering,2012,,
3466,Textile Engineering,2012,,
3467,Textile Engineering,2011,,
3468,Textile Engineering,2012,,
3469,Textile Engineering,2012,,
3470,Department of Electronics and Telecommunication Engineering,2012,,
3471,Department of Electronics and Telecommunication Engineering,2012,,
3472,Department of Electronics and Telecommunication Engineering,2012,,
3473,Business Administration,2010,,
3474,Business Administration,2013,,
3475,Business Administration,2012,,
3476,Business Administration,2011,,
3477,English,2014,,
3478,Department of Electronics and Telecommunication Engineering,2014,,
3479,Textile Engineering,2012,,
3480,Pharmacy,2014,,
3481,Software Engineering,2014,,
3482,Textile Engineering,2013,,
3483,Textile Engineering,2014,,
3484,Textile Engineering,2014,,
3485,Textile Engineering,2015,,
3486,Textile Engineering,2015,,
3487,English,2015,,
3488,Business Administration,2011,,
3489,Department of Electronics and Telecommunication Engineering,2013,,
3490,English,2013,,
3491,Textile Engineering,2018,,
3492,Textile Engineering,2013,,
3493,Business Administration,2014,,
3494,Computer Science & Engineering,2015,,
3495,Business Administration,2016,,
3496,Electrical and Electronic Engineering,2015,,
3497,Electrical and Electronic Engineering,2017,,
3498,Textile Engineering,2016,,
3499,Computer Science & Engineering,2015,,
3500,Business Administration,2015,,
3501,Public Health,2014,,
3502,Business Administration,2015,,
3503,English,2018,,
3504,Business Administration,2017,,
3505,Journalism & Mass Communication,2017,,
3506,Textile Engineering,2018,,
3507,Business Administration,2018,,
3508,English,2018,,
3509,Electrical and Electronic Engineering,2017,,
3510,Business Administration,2018,,
3511,Computer Science & Engineering,2019,,
3512,Business Administration,2019,,
3513,Computer Science & Engineering,2015,,
3514,Computer Science & Engineering,2019,,
3515,Public Health,2017,,
3516,Textile Engineering,2013,,
3517,Business Administration,2014,,
3518,Textile Engineering,2013,,
3519,Textile Engineering,2013,,
3520,Textile Engineering,2013,,
3521,Textile Engineering,2013,,
3522,Business Administration,2013,,
3523,Business Administration,2014,,
3524,English,2015,,
3525,Business Administration,2018,,
3526,Business Administration,2015,,
3527,Electrical and Electronic Engineering,2014,,
3528,Pharmacy,2015,,
3529,Textile Engineering,2015,,
3530,Textile Engineering,2015,,
3531,Software Engineering,2017,,
3532,Business Administration,2017,,
3533,Business Administration,2016,,
3534,Computer Science & Engineering,2017,,
3535,Business Administration,2015,,
3536,Business Administration,2018,,
3537,Electrical and Electronic Engineering,2018,,
3538,Business Administration,2018,,
3539,Electrical and Electronic Engineering,2019,,
3540,Computer Science & Engineering,2018,,
3541,English,2019,,
3542,Computer Science & Engineering,2018,,
3543,Business Administration,2018,,
3544,Public Health,2018,,
3545,Public Health,2018,,
3546,Law,2012,,
3547,Computing & Information Systems,2014,,
3548,English,2012,,
3549,Business Administration,2016,,
3550,Business Administration,2014,,
3551,Electrical and Electronic Engineering,2018,,
3552,English,2015,,
3553,Computer Science & Engineering,2014,,
3554,Textile Engineering,2015,,
3555,Business Administration,2015,,
3556,Business Administration,2016,,
3557,Electrical and Electronic Engineering,2018,,
3558,Multimedia and Creative Technology,2016,,
3559,Business Administration,2018,,
3560,Business Administration,2017,,
3561,Pharmacy,2018,,
3562,Computer Science & Engineering,2018,,
3563,Computer Science & Engineering,2019,,
3564,Business Administration,2018,,
3565,Public Health,2018,,
3566,Public Health,2018,,
3567,Textile Engineering,2012,,
3568,Textile Engineering,2011,,
3569,Textile Engineering,2011,,
3570,Textile Engineering,2011,,
3571,Textile Engineering,2011,,
3572,Textile Engineering,2012,,
3573,Textile Engineering,2012,,
3574,Department of Electronics and Telecommunication Engineering,2012,,
3575,Department of Electronics and Telecommunication Engineering,2012,,
3576,Business Administration,2017,,
3577,Business Administration,2009,,
3578,Electrical and Electronic Engineering,2014,,
3579,Software Engineering,2014,,
3580,Electrical and Electronic Engineering,2014,,
3581,Business Administration,2014,,
3582,English,2014,,
3583,Business Administration,2014,,
3584,Electrical and Electronic Engineering,2014,,
3585,Textile Engineering,2015,,
3586,Textile Engineering,2016,,
3587,Textile Engineering,2014,,
3588,Business Administration,2015,,
3589,Textile Engineering,2015,,
3590,Business Administration,2015,,
3591,Journalism & Mass Communication,2013,,
3592,Software Engineering,2017,,
3593,Textile Engineering,2017,,
3594,Textile Engineering,2016,,
3595,Business Administration,2016,,
3596,Computer Science & Engineering,2017,,
3597,Software Engineering,2017,,
3598,Business Administration,2016,,
3599,Business Administration,2018,,
3600,Journalism & Mass Communication,2017,,
3601,Textile Engineering,2016,,
3602,Textile Engineering,2016,,
3603,Electrical and Electronic Engineering,2017,,
3604,Computer Science & Engineering,2017,,
3605,Computer Science & Engineering,2018,,
3606,Computer Science & Engineering,2017,,
3607,Computer Science & Engineering,2018,,
3608,Electrical and Electronic Engineering,2018,,
3609,Business Administration,2019,,
3610,Software Engineering,2019,,
3611,Business Administration,2018,,
3612,Computer Science & Engineering,2018,,
3613,Business Administration,2016,,
3614,Public Health,2016,,
3615,English,2019,,
3616,Textile Engineering,2018,,
3617,Public Health,2018,,
3618,Business Administration,2007,,
3619,Business Administration,2007,,
3620,Business Administration,2006,,
3621,Business Administration,2005,,
3622,Computer Science & Engineering,2007,,
3623,Computer Science & Engineering,2006,,
3624,Computer Science & Engineering,2007,,
3625,Computer Science & Engineering,2007,,
3626,Computer Science & Engineering,2007,,
3627,Business Administration,2007,,
3628,Business Administration,2006,,
3629,Business Administration,2006,,
3630,Business Administration,2005,,
3631,Commerce,2008,,
3632,Commerce,2008,,
3633,Department of Electronics and Telecommunication Engineering,2007,,
3634,Department of Electronics and Telecommunication Engineering,2008,,
3635,Business Administration,2007,,
3636,Business Administration,2006,,
3637,Computer Science & Engineering,2011,,
3638,Textile Engineering,2013,,
3639,Business Administration,2015,,
3640,Textile Engineering,2014,,
3641,Textile Engineering,2013,,
3642,Software Engineering,2016,,
3643,Textile Engineering,2015,,
3644,Computer Science & Engineering,2014,,
3645,Electrical and Electronic Engineering,2015,,
3646,Electrical and Electronic Engineering,2014,,
3647,Textile Engineering,2015,,
3648,Computer Science & Engineering,2014,,
3649,Nutrition and Food Engineering,2016,,
3650,Pharmacy,2018,,
3651,Pharmacy,2017,,
3652,Textile Engineering,2017,,
3653,Business Administration,2017,,
3654,Software Engineering,2017,,
3655,Computer Science & Engineering,2017,,
3656,Business Administration,2019,,
3657,Computer Science & Engineering,2017,,
3658,Pharmacy,2017,,
3659,Law,2017,,
3660,English,2017,,
3661,Business Administration,2017,,
3662,Business Administration,2019,,
3663,Business Administration,2017,,
3664,Electrical and Electronic Engineering,2018,,
3665,Software Engineering,2018,,
3666,Computer Science & Engineering,2018,,
3667,Public Health,2016,,
3668,Business Administration,2016,,
3669,Textile Engineering,2018,,
3670,English,2019,,
3671,Department of Electronics and Telecommunication Engineering,2017,,
3672,Public Health,2018,,
3673,Business Administration,2005,,
3674,Business Administration,2005,,
3675,Computer Science & Engineering,2006,,
3676,English,2007,,
3677,Computer Science & Engineering,2008,,
3678,Computer Science & Engineering,2008,,
3679,Textile Engineering,2013,,
3680,Real Estate,2015,,
3681,Real Estate,2017,,
3682,Textile Engineering,2013,,
3683,Textile Engineering,2013,,
3684,Business Administration,2014,,
3685,Journalism & Mass Communication,2013,,
3686,Business Administration,2013,,
3687,Textile Engineering,2015,,
3688,Business Administration,2015,,
3689,Textile Engineering,2015,,
3690,Electrical and Electronic Engineering,2015,,
3691,Textile Engineering,2015,,
3692,Electrical and Electronic Engineering,2019,,
3693,Electrical and Electronic Engineering,2014,,
3694,Electrical and Electronic Engineering,2014,,
3695,Software Engineering,2016,,
3696,Computer Science & Engineering,2017,,
3697,Business Administration,2016,,
3698,Electrical and Electronic Engineering,2017,,
3699,Pharmacy,2018,,
3700,Computer Science & Engineering,2017,,
3701,Business Administration,2017,,
3702,Law,2017,,
3703,Computer Science & Engineering,2017,,
3704,Electrical and Electronic Engineering,2017,,
3705,Pharmacy,2017,,
3706,Public Health,2015,,
3707,Electrical and Electronic Engineering,2017,,
3708,Textile Engineering,2017,,
3709,Business Administration,2017,,
3710,Business Administration,2015,,
3711,Electrical and Electronic Engineering,2017,,
3712,Computer Science & Engineering,2018,,
3713,Electrical and Electronic Engineering,2019,,
3714,Business Administration,2019,,
3715,Business Administration,2017,,
3716,Computer Science & Engineering,2018,,
3717,Public Health,2016,,
3718,Public Health,2017,,
3719,Public Health,2017,,
3720,Business Administration,2012,,
3721,Business Administration,2013,,
3722,Department of Electronics and Telecommunication Engineering,2008,,
3723,Department of Electronics and Telecommunication Engineering,2011,,
3724,Department of Electronics and Telecommunication Engineering,2009,,
3725,Department of Electronics and Telecommunication Engineering,2009,,
3726,Department of Electronics and Telecommunication Engineering,2014,,
3727,Department of Electronics and Telecommunication Engineering,2012,,
3728,Business Administration,2015,,
3729,Software Engineering,2017,,
3730,Business Administration,2017,,
3731,Business Administration,2018,,
3732,Software Engineering,2018,,
3733,Business Administration,2017,,
3734,Electrical and Electronic Engineering,2018,,
3735,Business Administration,2019,,
3736,English,2019,,
3737,Public Health,2016,,
3738,Electrical and Electronic Engineering,2019,,
3739,Electrical and Electronic Engineering,2019,,
3740,Entrepreneurship,2018,,
3741,Software Engineering,2019,,
3742,Business Administration,2007,,
3743,Business Administration,2007,,
3744,Business Administration,2007,,
3745,Business Administration,2009,,
3746,Business Administration,2006,,
3747,Computing & Information Systems,2007,,
3748,Business Administration,2006,,
3749,Computer Science & Engineering,2007,,
3750,Computing & Information Systems,2006,,
3751,Commerce,2007,,
3752,Department of Electronics and Telecommunication Engineering,2008,,
3753,Business Administration,2006,,
3754,Business Administration,2006,,
3755,Business Administration,2013,,
3756,Business Administration,2013,,
3757,Real Estate,2013,,
3758,Business Administration,2015,,
3759,Business Administration,2013,,
3760,Business Administration,2014,,
3761,Business Administration,2013,,
3762,Business Administration,2017,,
3763,Computer Science & Engineering,2014,,
3764,Textile Engineering,2015,,
3765,Electrical and Electronic Engineering,2014,,
3766,Business Administration,2015,,
3767,Textile Engineering,2015,,
3768,Textile Engineering,2015,,
3769,Computer Science & Engineering,2017,,
3770,Software Engineering,2017,,
3771,Computer Science & Engineering,2017,,
3772,Textile Engineering,2016,,
3773,Textile Engineering,2017,,
3774,Electrical and Electronic Engineering,2018,,
3775,Business Administration,2016,,
3776,Textile Engineering,2018,,
3777,Computer Science & Engineering,2018,,
3778,Business Administration,2018,,
3779,Law,2018,,
3780,Computer Science & Engineering,2018,,
3781,Computer Science & Engineering,2018,,
3782,Business Administration,2018,,
3783,Public Health,2016,,
3784,English,2017,,
3785,Public Health,2019,,
3786,Business Administration,2012,,
3787,Department of Electronics and Telecommunication Engineering,2010,,
3788,Department of Electronics and Telecommunication Engineering,2010,,
3789,Department of Electronics and Telecommunication Engineering,2009,,
3790,Public Health,2016,,
3791,Business Administration,2018,,
3792,Computing & Information Systems,2018,,
3793,Business Administration,2008,,
3794,Business Administration,2008,,
3795,Computer Science & Engineering,2010,,
3796,Computer Science & Engineering,2007,,
3797,Business Administration,2010,,
3798,Business Administration,2007,,
3799,Business Administration,2006,,
3800,Computer Science & Engineering,2008,,
3801,Commerce,2007,,
3802,Commerce,2007,,
3803,Business Administration,2007,,
3804,Business Administration,2006,,
3805,Business Administration,2006,,
3806,Textile Engineering,2013,,
3807,Textile Engineering,2013,,
3808,Business Administration,2012,,
3809,Business Administration,2013,,
3810,Computer Science & Engineering,2014,,
3811,Textile Engineering,2015,,
3812,Electrical and Electronic Engineering,2015,,
3813,Business Administration,2018,,
3814,Business Administration,2016,,
3815,Electrical and Electronic Engineering,2017,,
3816,Computer Science & Engineering,2017,,
3817,Business Administration,2016,,
3818,Computer Science & Engineering,2017,,
3819,Textile Engineering,2017,,
3820,Business Administration,2017,,
3821,Law,2017,,
3822,Software Engineering,2018,,
3823,Computer Science & Engineering,2018,,
3824,Electrical and Electronic Engineering,2019,,
3825,Business Administration,2018,,
3826,Department of Electronics and Telecommunication Engineering,2015,,
3827,Computer Science & Engineering,2017,,
3828,Business Administration,2019,,
3829,English,2019,,
3830,Computer Science & Engineering,2018,,
3831,Electrical and Electronic Engineering,2019,,
3832,Business Administration,2017,,
3833,Public Health,2019,,
3834,Public Health,2018,,
3835,Business Administration,2012,,
3836,Department of Electronics and Telecommunication Engineering,2009,,
3837,Department of Electronics and Telecommunication Engineering,2009,,
3838,Department of Electronics and Telecommunication Engineering,2009,,
3839,Department of Electronics and Telecommunication Engineering,2009,,
3840,Department of Electronics and Telecommunication Engineering,2010,,
3841,Department of Electronics and Telecommunication Engineering,2011,,
3842,Department of Electronics and Telecommunication Engineering,2012,,
3843,Software Engineering,2014,,
3844,Business Administration,2014,,
3845,English,2014,,
3846,Business Administration,2018,,
3847,Business Administration,2015,,
3848,Computer Science & Engineering,2013,,
3849,Business Administration,2015,,
3850,Business Administration,2018,,
3851,Business Administration,2017,,
3852,Textile Engineering,2016,,
3853,Textile Engineering,2016,,
3854,Business Administration,2017,,
3855,Department of Electronics and Telecommunication Engineering,2017,,
3856,Textile Engineering,2017,,
3857,Computer Science & Engineering,2018,,
3858,Business Administration,2016,,
3859,Real Estate,2018,,
3860,Business Administration,2017,,
3861,Business Administration,2015,,
3862,Computer Science & Engineering,2018,,
3863,Computer Science & Engineering,2019,,
3864,Textile Engineering,2018,,
3865,Law,2018,,
3866,Computer Science & Engineering,2017,,
3867,Computer Science & Engineering,2019,,
3868,Business Administration,2005,,
3869,Computer Science & Engineering,2007,,
3870,Computer Science & Engineering,2007,,
3871,Computer Science & Engineering,2006,,
3872,Commerce,2008,,
3873,Department of Electronics and Telecommunication Engineering,2007,,
3874,Business Administration,2007,,
3875,Computer Science & Engineering,2008,,
3876,English,2013,,
3877,Business Administration,2011,,
3878,Business Administration,2013,,
3879,Business Administration,2013,,
3880,Electrical and Electronic Engineering,2017,,
3881,Law,2015,,
3882,Textile Engineering,2015,,
3883,Textile Engineering,2015,,
3884,Business Administration,2015,,
3885,Business Administration,2015,,
3886,Business Administration,2015,,
3887,Electrical and Electronic Engineering,2014,,
3888,Business Administration,2016,,
3889,Law,2017,,
3890,Law,2017,,
3891,Textile Engineering,2016,,
3892,Public Health,2016,,
3893,Business Administration,2017,,
3894,Textile Engineering,2017,,
3895,Computer Science & Engineering,2018,,
3896,English,2017,,
3897,Business Administration,2018,,
3898,English,2019,,
3899,Business Administration,2017,,
3900,Business Administration,2019,,
3901,Business Administration,2017,,
3902,Business Administration,2018,,
3903,Public Health,2018,,
3904,Business Administration,2011,,
3905,Department of Electronics and Telecommunication Engineering,2009,,
3906,Department of Electronics and Telecommunication Engineering,2008,,
